FULLNAME,POSTCODE,CUSTID,IPID,PRODUCTNAME,QUOTECOUNT,POLICYNO,QUOTEDATE,QUOTE_PRODUCT,ORIGINALPREMIUM,TOTALPREMIUMPAYABLE,CREATEDDATE,BRAND,BRANCHCODE,POLICY_STATUS_DESC,TYPEOFCOVER_DESC,INSURER_NAME,INCEPTIONDATE,RENEWALDATE
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-04,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-13,2024-05-13
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-13,2024-05-13
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-04,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-13,2024-05-13
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-13,2024-05-13
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-04,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-13,2024-05-13
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-13,2024-05-13
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-04,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-13,2024-05-13
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-13,2024-05-13
Leanne Martin,LE0R 3RP,4b640c061635a522ed91e539c2e01c3f,246209,AgeasDirectPC,59,GDCCA06191676,2023-05-03,AgeasDirectPC,283.38,,2023-05-04,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-13,2024-05-13
Barry Davies,LE0V 2LW,5653072b2ce685fac8e2ddc459f7ad4b,282150,AgeasDirectPC,45,GDCCA06450166,2023-05-02,AgeasDirectPC,158.03,,2023-05-27,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-06-22,2024-06-22
Barry Davies,LE0V 2LW,5653072b2ce685fac8e2ddc459f7ad4b,282150,AgeasDirectPC,45,GDCCA06450166,2023-05-02,AgeasDirectPC,158.03,,2023-05-27,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-06-22,2024-06-22
Barry Davies,LE0V 2LW,5653072b2ce685fac8e2ddc459f7ad4b,282150,AgeasDirectPC,45,GDCCA06450166,2023-05-02,AgeasDirectPC,158.03,,2023-05-26,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-22,2023-06-22
Kenneth Jackson,LE14 4SB,713cea5828a781af0c2ff3cadf2f64c6,369987,AgeasDirectPC,17,GDCCA06985672,2023-05-03,AgeasDirectPC,4141.39,,2023-05-07,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-28,2024-04-28
Harriet Bray,LE1B 9QQ,1ac8f1b84bcfa49df92429f85392c41f,87075,AgeasDirectPC,7,GDCCA02405880,2023-05-01,AgeasDirectPC,176.33,,2023-05-12,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-06-07,2024-06-07
Philip Brookes,LE1E 4AY,2aaed60dbf40cdbead7f52e4c64e89cf,139176,AgeasDirectPC,11,GDCCA06437840,2023-05-05,AgeasDirectPC,1619.28,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Philip Brookes,LE1E 4AY,2aaed60dbf40cdbead7f52e4c64e89cf,139176,AgeasDirectPC,11,GDCCA06437840,2023-05-04,AgeasDirectPC,1569.64,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Philip Brookes,LE1E 4AY,2aaed60dbf40cdbead7f52e4c64e89cf,139176,AgeasDirectPC,11,GDCCA06437840,2023-05-04,AgeasDirectPC,1569.64,,2023-05-09,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-08,2024-05-08
Denis Turner,LE3 5EG,6ecbaf605b94748eed5a92dd7cb905c9,362092,AgeasDirectPC,8,GDCCA06444519,2023-05-02,AgeasDirectPC,371.75,,2023-05-16,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-08,2024-06-08
Carole Burrows,LE43 7HE,d99e7493b15bf65265c253e39f4b0a8c,711109,RIASPC,8,GDCCA05031588,2023-05-03,RIASPC,318.83,,2023-05-18,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2021-08-17,2023-08-17
Stephen Hall,LE6 0NE,657809f9930948d951f91ff35f18d370,331470,RIASPC,8,APD009505-04,2023-05-02,MotorPanel,,405.48,2023-05-23,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-04,2024-06-04
Hilary Davey,LE8 5EP,f6b763e8c18b11cef3d2c9aa98f7f690,805893,AgeasDirectPC,7,GDCCA06447566,2023-05-05,AgeasDirectPC,459.26,,2023-05-25,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-11,2024-06-11
Matthew Bond,LE9 4RP,9b1ddb713ac3b3f208dde719c1b442a2,507481,AgeasDirectPC,21,AP2545226-42,2023-05-03,MotorPanel,,0.00,2023-05-19,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-14,2024-06-14
Daniel Jones,LE9 4NE,bbfbcfe88352741a68d86e0f694eb3e8,614521,AgeasDirectPC,28,ACE152785-01,2023-05-01,MotorPanel,,930.31,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-24,2024-05-24
Daniel Jones,LE9 4NE,bbfbcfe88352741a68d86e0f694eb3e8,614521,AgeasDirectPC,28,ACE152785-01,2023-05-01,MotorPanel,,930.31,2023-05-20,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-24,2024-05-24
Henry Howard,LE92 2BL,a0454bbcd32ffb4fe36dee1443190c59,524396,AgeasDirectPC,29,ACE365399-01,2023-05-02,MotorPanel,,0.00,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-30,2024-05-30
Timothy Kelly,LL1 7JL,2e44d3142d02f319bcf0e88f3b138a07,151017,AgeasDirectPC,21,GDCCA06178025,2023-05-03,AgeasDirectPC,2070.66,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-04,2024-04-04
Timothy Kelly,LL1 7JL,2e44d3142d02f319bcf0e88f3b138a07,151017,AgeasDirectPC,21,GDCCA06178025,2023-05-03,AgeasDirectPC,2070.66,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-04,2024-04-04
Timothy Kelly,LL1 7JL,2e44d3142d02f319bcf0e88f3b138a07,151017,AgeasDirectPC,21,GDCCA06178025,2023-05-03,AgeasDirectPC,2070.66,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-04,2024-04-04
Dennis Thorpe,LL16 8NT,c48121a9cb34609075f406a899806b4a,642368,RIASPC,7,GDCCA05022026,2023-05-05,RIASPC,374.70,,2023-05-31,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2021-06-30,2024-06-30
Dennis Thorpe,LL16 8NT,c48121a9cb34609075f406a899806b4a,642368,RIASPC,7,GDCCA05022026,2023-05-05,RIASPC,374.70,,2023-05-31,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2021-06-30,2024-06-30
Dennis Thorpe,LL16 8NT,c48121a9cb34609075f406a899806b4a,642368,RIASPC,7,GDCCA05022026,2023-05-05,RIASPC,367.51,0.00,2023-05-31,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2021-06-30,2024-06-30
Dennis Thorpe,LL16 8NT,c48121a9cb34609075f406a899806b4a,642368,RIASPC,7,GDCCA05022026,2023-05-05,RIASPC,367.51,0.00,2023-05-31,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2021-06-30,2024-06-30
Trevor Carter,LL2 1HN,27637303b72cf26cc4be316e6b7c3754,128196,AgeasDirectPC,20,GDCCA06443004,2023-05-02,AgeasDirectPC,447.36,,2023-05-15,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-08,2024-06-08
Douglas Wilkinson,LL2 7FD,41fa6c06cf5e7ab05338dc9050020855,215505,AgeasDirectPC,34,ACE496467-01,2023-05-03,MotorPanel,,0.00,2023-05-17,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-19,2024-05-19
Douglas Wilkinson,LL2 7FD,41fa6c06cf5e7ab05338dc9050020855,215505,AgeasDirectPC,34,ACE496467-01,2023-05-03,MotorPanel,,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-19,2024-05-19
Victoria Ahmed,LL2V 3TW,376285b8643b25a4c6c85d065b67adfb,180982,AgeasDirectPC,10,GDCCA05955083,2023-05-03,AgeasDirectPC,143.26,,2023-05-27,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-10-09,2023-10-09
Glenn Kaur,LL4 0GX,6dd73c4211e95310a6526668ab2d3e4c,358914,AgeasDirectPC,14,GDCCA06183633,2023-05-01,AgeasDirectPC,378.11,,2023-05-03,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-02,2024-05-02
Glenn Kaur,LL4 0GX,6dd73c4211e95310a6526668ab2d3e4c,358914,AgeasDirectPC,14,GDCCA06183633,2023-05-01,AgeasDirectPC,378.11,,2023-05-03,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-02,2024-05-02
Vincent O'Neill,LL4 2BW,b68cf4c6786e300bb95799ccf53912d3,596704,RIASPC,6,GDCCA03007739,2023-05-05,RIASPC,462.55,,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-05-19,2024-05-19
Vincent O'Neill,LL4 2BW,b68cf4c6786e300bb95799ccf53912d3,596704,RIASPC,6,GDCCA03007739,2023-05-05,RIASPC,462.55,,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-05-19,2024-05-19
Louise Bentley,LL4 3JP,9d68ced2c1b38b541e66e4c1947c7928,515103,AgeasDirectPC,68,GDCCA06450928,2023-05-03,AgeasDirectPC,245.86,,2023-05-17,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-09,2024-06-09
Marion Rees,LL4 9UA,01ef62fe30e5ccfa7a4e206662e7fe91,6376,AgeasDirectPC,25,GDCCA06989961,2023-05-05,AgeasDirectPC,204.93,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-05,2024-05-05
Marian Davis,LL5 0NT,eb7588e410c84ca4b582a218c4571686,769049,AgeasDirectPC,21,ACE559110-01,2023-05-03,MotorPanel,,0.00,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-15,2024-04-15
Marian Davis,LL5 0NT,eb7588e410c84ca4b582a218c4571686,769049,AgeasDirectPC,21,GDCCA06978059,2023-05-03,AgeasDirectPC,1022.69,0.00,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-15,2024-04-15
Bryan Richards,LL6 0QA,e8a16ac0aba0d67aa0e8bc9059352f3a,759896,RIASPC,15,AP4706655-02,2023-05-01,MotorPanel,,744.40,2023-05-31,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-31,2024-05-31
Hazel Smith,LL61 8UF,f9b23560ccbcbc88dbf65e929a3ac1a8,815728,AgeasDirectPC,16,GDCCA06986441,2023-05-04,AgeasDirectPC,362.30,,2023-05-10,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-28,2024-05-28
Hazel Smith,LL61 8UF,f9b23560ccbcbc88dbf65e929a3ac1a8,815728,AgeasDirectPC,16,GDCCA06986441,2023-05-04,AgeasDirectPC,362.30,,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-10,2024-05-10
Hazel Smith,LL61 8UF,f9b23560ccbcbc88dbf65e929a3ac1a8,815728,AgeasDirectPC,16,GDCCA06986441,2023-05-04,AgeasDirectPC,362.30,,2023-05-10,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-28,2024-05-28
Hazel Smith,LL61 8UF,f9b23560ccbcbc88dbf65e929a3ac1a8,815728,AgeasDirectPC,16,GDCCA06986441,2023-05-03,AgeasDirectPC,362.30,,2023-05-10,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-28,2024-05-28
Hazel Smith,LL61 8UF,f9b23560ccbcbc88dbf65e929a3ac1a8,815728,AgeasDirectPC,16,GDCCA06986441,2023-05-03,AgeasDirectPC,362.30,,2023-05-10,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-10,2024-05-10
Hazel Smith,LL61 8UF,f9b23560ccbcbc88dbf65e929a3ac1a8,815728,AgeasDirectPC,16,GDCCA06986441,2023-05-03,AgeasDirectPC,362.30,,2023-05-10,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-28,2024-05-28
Leigh Jackson,LL66 6JA,5f1b99e1aeb924b8e84b585da232c828,310898,AgeasDirectPC,19,GDCCA06134259,2023-05-03,AgeasDirectPC,234.68,,2023-05-15,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-02-04,2024-02-04
Leigh Jackson,LL66 6JA,5f1b99e1aeb924b8e84b585da232c828,310898,AgeasDirectPC,19,GDCCA06134259,2023-05-03,AgeasDirectPC,235.05,0.00,2023-05-15,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-02-04,2024-02-04
Eleanor Johnson,LL72 0XJ,1361137253439fb868baa4b0f6af08ce,63117,RIASPC,8,GDCCA06218494,2023-05-03,RIASPC,220.58,,2023-05-19,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-12,2024-06-12
Mohamed Preston,LL84 2AH,0cd08b2ae22cf322f676a5b2c7b4c1f4,41887,AgeasDirectPC,44,APM756440-02,2023-05-04,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-21,2024-05-21
Beth Willis,LL9 4NY,3a24fa015327dc9fee5623e31957dff6,189975,AgeasDirectPC,14,GDCCA06437213,2023-05-04,AgeasDirectPC,296.97,,2023-05-12,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-11,2024-05-11
Beth Willis,LL9 4NY,3a24fa015327dc9fee5623e31957dff6,189975,AgeasDirectPC,14,GDCCA06437213,2023-05-04,AgeasDirectPC,296.97,,2023-05-12,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-11,2024-05-11
Alice Brooks,LN0 0GJ,22a9c1b3e8de4c103d269c1ad53ef4b4,112892,AgeasDirectPC,22,GDCCA06464159,2023-05-05,AgeasDirectPC,193.46,0.00,2023-05-29,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-26,2023-06-26
Alice Brooks,LN0 0GJ,22a9c1b3e8de4c103d269c1ad53ef4b4,112892,AgeasDirectPC,22,GDCCA06464159,2023-05-05,AgeasDirectPC,197.24,,2023-05-29,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-26,2023-06-26
Marie Evans,LN0 1DB,23b03aa76016e7a7c488b402b75579a2,116294,AgeasDirectPC,9,GDCCA06526133,2023-05-02,AgeasDirectPC,676.50,,2023-05-03,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-01-03,2024-01-03
Marie Evans,LN0 1DB,23b03aa76016e7a7c488b402b75579a2,116294,AgeasDirectPC,9,GDCCA06526133,2023-05-02,AgeasDirectPC,676.50,,2023-05-03,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-01-03,2024-01-03
Marie Evans,LN0 1DB,23b03aa76016e7a7c488b402b75579a2,116294,AgeasDirectPC,9,GDCCA06526133,2023-05-02,AgeasDirectPC,676.50,,2023-05-03,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-01-03,2024-01-03
Rachael Sharp,LN0 2ZY,301eb8a093f90e17b1f3ca007222682c,157073,AgeasDirectPC,36,GDCCA06447454,2023-05-05,AgeasDirectPC,209.29,,2023-05-26,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-06-11,2024-06-11
Rachael Sharp,LN0 2ZY,301eb8a093f90e17b1f3ca007222682c,157073,AgeasDirectPC,36,GDCCA06447454,2023-05-05,AgeasDirectPC,209.29,,2023-05-27,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-11,2024-06-11
Rosie Dunn,LN0A 3UH,dddb6aadfce352ad8861f97de82292c8,724884,AgeasDirectPC,40,APN252184-02,2023-05-03,MotorPanel,,911.00,2023-05-29,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-26,2024-05-26
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,0.00,2023-05-01,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-06,2024-05-06
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,0.00,2023-05-03,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-02,2024-05-02
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,0.00,2023-05-01,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-02,2024-05-02
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,0.00,2023-05-27,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-23,2023-06-23
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-06,2024-05-06
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,,2023-05-01,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-06,2024-05-06
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,,2023-05-03,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-02,2024-05-02
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,,2023-05-01,AgeasDirect,AUTO,Quotation,Comprehensive,Ageas,2023-05-02,2024-05-02
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,,2023-05-27,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-23,2023-06-23
Sian Young,LN19 5DG,06e864b72dfd2c587a37eba4a1d37d0a,22545,AgeasDirectPC,163,GDCCA06462301,2023-05-02,AgeasDirectPC,407.93,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-06,2024-05-06
Leah Hodgson,LN2 9YD,3ac0540d5b6bbaa6c880346389dd31f6,191966,AgeasDirectPC,26,AIU178702-07,2023-05-05,MotorPanel,,0.00,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-08-25,2023-08-25
Sean Gibbs,LN4 1XX,c7550c4248d6b9f029514c528fc30a4f,651574,AgeasDirectPC,22,ABG931723-01,2023-05-04,MotorPanel,,0.00,2023-05-16,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-11,2024-06-11
Guy Thompson,LN40 2QR,2be1fffd2a4b3d2de788e3f5f73bbb5d,143142,RIASPC,11,AC1334073-01,2023-05-05,MotorPanel,,0.00,2023-05-27,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-06-10,2024-06-10
Guy Thompson,LN40 2QR,2be1fffd2a4b3d2de788e3f5f73bbb5d,143142,RIASPC,11,AC1334073-02,2023-05-05,MotorPanel,,0.00,2023-05-27,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-06-10,2024-06-10
Sharon Watson,LN40 3YB,d38875f1dcbb7ebc0317c5203017e11f,691455,RIASPC,8,GDCCA06222499,2023-05-03,RIASPC,313.34,,2023-05-31,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-27,2024-06-27
Kathleen Rogers,LN4B 2QW,e3768caa9dbc915ea6690c5e1826a0c6,742935,AgeasDirectPC,19,GDCCA06440191,2023-05-04,AgeasDirectPC,203.08,,2023-05-23,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-23,2024-05-23
Kathleen Rogers,LN4B 2QW,e3768caa9dbc915ea6690c5e1826a0c6,742935,AgeasDirectPC,19,GDCCA06440191,2023-05-04,AgeasDirectPC,203.08,,2023-05-23,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-23,2024-05-23
Kathleen Rogers,LN4B 2QW,e3768caa9dbc915ea6690c5e1826a0c6,742935,AgeasDirectPC,19,GDCCA06440191,2023-05-03,AgeasDirectPC,203.08,,2023-05-23,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-23,2024-05-23
Amanda Davies,LN5 4YY,e2334aab418ac9d65f521cf78430c74b,738856,AgeasDirectPC,6,GDCCA06186889,2023-05-04,AgeasDirectPC,241.84,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-05,2024-05-05
Amanda Davies,LN5 4YY,e2334aab418ac9d65f521cf78430c74b,738856,AgeasDirectPC,6,GDCCA06186889,2023-05-04,AgeasDirectPC,241.84,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-05,2024-05-05
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
Aaron Hunt,LN54 2XZ,e3b5e383b48329fbc041799d79d80e0b,743767,RIASPC,24,GDCCA05081214,2023-05-04,RIASPC,1197.83,0.00,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-28,2024-01-28
